old_label,final_label,changed,source
ol droit,ol droit,False,unchanged
ol dt,ol dt,False,unchanged
ol dte,ol dte,False,unchanged
ol et p,ol et p,False,unchanged
ol fd rythmiques,ol fd rythmiques,False,unchanged
ol g,ol g,False,unchanged
ol ro *reveil,ol ro reveil,True,auto-syntax
ol ryt,ol ryt,False,unchanged
ol ryth,ol ryth,False,unchanged
ol rythmiques,ol rythmiques,False,unchanged
ol se?,ol se?,False,unchanged
ol td,ol td,False,unchanged
ol*,ol,True,auto-syntax
ol?,ol?,False,unchanged
oltd,oltd,False,unchanged
omplexe K?,omplexe k?,True,auto-syntax
on bouge le lit,on bouge le lit,False,unchanged
on remarque des mvt cloniques menton,on remarque des mvt cloniques menton,False,unchanged
ondes en dents de scie,ondes en dents de scie,False,unchanged
ondes lente td,ondes lente td,False,unchanged
ondes lentes,ondes lentes,False,unchanged
ondes lentes hémiph G,ondes lentes hémiph g,True,auto-syntax
ondes lentes mais stt D,ondes lentes mais stt d,True,auto-syntax
ondes lentes médianes,ondes lentes médianes,False,unchanged
ondes lentes rythmiques,ondes lentes rythmiques,False,unchanged
ondes lentes temporo-pariétales droites,ondes lentes temporo pariétales droites,True,auto-syntax
ondes rythmique en o2,ondes rythmique en o2,False,unchanged
ondes rythmiques,ondes rythmiques,False,unchanged
ondes rythmiques en o2?,ondes rythmiques en o2?,False,unchanged
ondes têtha ? ou dents de scie?,ondes têtha? ou dents de scie?,True,auto-syntax
onset,onset,False,unchanged
ool,ool,False,unchanged
opp phase F8,opp phase f8,True,auto-syntax
opp phase F8 F4,opp phase f8 f4,True,auto-syntax
opp phase sur F8,opp phase sur f8,True,auto-syntax
opp thoracique et mains moites,opp thoracique et mains moites,False,unchanged
"opposition de phase sur F8, nette","opposition de phase sur f8, nette",True,auto-syntax
orange,orange,False,unchanged
ordre : tape dans ses mains OK,ordre: tape dans ses mains ok,True,auto-syntax
organisation?,organisation?,False,unchanged
orientation,orientation,False,unchanged
orientation S/T OK,orientation s/t ok,True,auto-syntax
orientation ok,orientation ok,False,unchanged
orientation spatiale correcte,orientation spatiale correcte,False,unchanged
orientation spatiale: hopital saint anto,orientation spatiale: hopital saint anto,False,unchanged
orientation spatio temporelle ok,orientation spatio temporelle ok,False,unchanged
orientation temporelle ok,orientation temporelle ok,False,unchanged
orientation temporelle: ok,orientation temporelle: ok,False,unchanged
orientee,orientee,False,unchanged
ouverture de la bouche,ouverture de la bouche,False,unchanged
ouverture des yeux,ouverture des yeux,False,unchanged
ouvre la sacoche(bruit d e scratch),ouvre la sacoche(bruit d e scratch),False,unchanged
ouvre les yeux,ouvre les yeux,False,unchanged
ouvre les yeux (révulsés et déviés à G),ouvre les yeux (révulsés et déviés à g),True,auto-syntax
ouvre les yeux et cherche la sonnette,ouvre les yeux et cherche la sonnette,False,unchanged
ouvre yeux,ouvre yeux,False,unchanged
ouvre yeux sec,ouvre yeux sec,False,unchanged
oy,oy,False,unchanged
oz verifiée,oz verifiée,False,unchanged
p,p,False,unchanged
p !,p!,True,auto-syntax
p *,p ,True,auto-syntax
p + baille,p + baille,False,unchanged
p + rr,p + rr,False,unchanged
p + rr + ol,p + rr + ol,False,unchanged
p 01?,p 01?,False,unchanged
p D rythmiques,p d rythmiques,True,auto-syntax
p ES G,p es g,True,auto-syntax
p F8 T4,p f8 t4,True,auto-syntax
p F9,p f9,True,auto-syntax
p Frontales dt?,p frontales dt?,True,auto-syntax
p G,p g,True,auto-syntax
p G fée ondes lentes,p g fée ondes lentes,True,auto-syntax
p INTES,p intes,True,auto-syntax
p N 100 sec,p n 100 sec,True,auto-syntax
p N 120 sec,p n 120 sec,True,auto-syntax
p N 140 sec,p n 140 sec,True,auto-syntax
p N 150 sec,p n 150 sec,True,auto-syntax
p N 160 sec,p n 160 sec,True,auto-syntax
p N 180 sec,p n 180 sec,True,auto-syntax
p N 20 sec,p n 20 sec,True,auto-syntax
p N 200 sec,p n 200 sec,True,auto-syntax
p N 210 sec,p n 210 sec,True,auto-syntax
p N 220 sec,p n 220 sec,True,auto-syntax
p N 240 sec,p n 240 sec,True,auto-syntax
p N 260 sec,p n 260 sec,True,auto-syntax
p N 40 sec,p n 40 sec,True,auto-syntax
p N 60 sec,p n 60 sec,True,auto-syntax
p P4,p p4,True,auto-syntax
p PRENDRE ICI,p prendre ici,True,auto-syntax
p T3,p t3,True,auto-syntax
p T3 T5 P3 C3,p t3 t5 p3 c3,True,auto-syntax
p T5,p t5,True,auto-syntax
p USSE,p usse,True,auto-syntax
p VOIR !!!,p voir!,True,auto-syntax
p c pa,p c pa,False,unchanged
p ceil,p ceil,False,unchanged
p centro pa,p centro pa,False,unchanged
p charge rapide,p charge rapide,False,unchanged
p cz,p cz,False,unchanged
p d,p d,False,unchanged
p droite,p droite,False,unchanged
p droite oite?,p droite oite?,False,unchanged
p dt,p dt,False,unchanged
p dte,p dte,False,unchanged
p dte ?,p dte?,True,auto-syntax
p eil,p eil,False,unchanged
p es,p es,False,unchanged
p es D,p es d,True,auto-syntax
p es G,p es g,True,auto-syntax
p es es,p es es,False,unchanged
p este,p este,False,unchanged
p et OL,p et ol,True,auto-syntax
p et lent,p et lent,False,unchanged
p et ol,p et ol,False,unchanged
p etol,p etol,False,unchanged
p f4 c4 p4,p f4 c4 p4,False,unchanged
p f8,p f8,False,unchanged
p f8 tp10,p f8 tp10,False,unchanged
p f9,p f9,False,unchanged
p f9 tp9,p f9 tp9,False,unchanged
p frotte l'oreille gauche,p frotte l'oreille gauche,False,unchanged
p g,p g,False,unchanged
p g et d,p g et d,False,unchanged
p gauche,p gauche,False,unchanged
p hz,p hz,False,unchanged
p intes G,p intes g,True,auto-syntax
p ise,p ise,False,unchanged
p ise 7,p ise 7,False,unchanged
p lente g,p lente g,False,unchanged
p mais plutot gauche,p mais plutot gauche,False,unchanged
p malies,p malies,False,unchanged
p mps calme,p mps calme,False,unchanged
p n HPN,p n hpn,True,auto-syntax
p nge,p nge,False,unchanged
p nsation sur 2 phalanges main gauche,p nsation sur 2 phalanges main gauche,False,unchanged
p o,p o,False,unchanged
p occ,p occ,False,unchanged
p occ sommeil,p occ sommeil,False,unchanged
p occ?,p occ?,False,unchanged
p pas,p pas,False,unchanged
p pourlèche,p pourlèche,False,unchanged
p prendre ici,p prendre ici,False,unchanged
p regarder,p regarder,False,unchanged
p rythm,p rythm,False,unchanged
p rythmique,p rythmique,False,unchanged
p rythmiques,p rythmiques,False,unchanged
p rytmiques,p rytmiques,False,unchanged
p se souvient pas du mot a retenir,p se souvient pas du mot a retenir,False,unchanged
p st HPN 20 sec,p st hpn 20 sec,True,auto-syntax
p st HPN 60 sec,p st hpn 60 sec,True,auto-syntax
p ste lumière=>myoclonies ms+mi+visage,p ste lumière=>myoclonies ms+mi+visage,False,unchanged
p surtout sous P3O1,p surtout sous p3o1,True,auto-syntax
p t3,p t3,False,unchanged
p t3 c3 p3,p t3 c3 p3,False,unchanged
p t6,p t6,False,unchanged
p temporale G,p temporale g,True,auto-syntax
p ternal button,p ternal button,False,unchanged
p tivité rythmique,p tivité rythmique,False,unchanged
p tière utiliséé n°04-60,p tière utiliséé n°04 60,True,auto-syntax
p uffée de pointes,p uffée de pointes,False,unchanged
p ursuivre APD de ICI,p ursuivre apd de ici,True,auto-syntax
p uton patient 1,p uton patient 1,False,unchanged
p ux Ouverts,p ux ouverts,True,auto-syntax
p ux fermés,p ux fermés,False,unchanged
p ux fermés l G?,p ux fermés l g?,True,auto-syntax
p éveillée,p éveillée,False,unchanged
p!,p!,False,unchanged
p),p),False,unchanged
p*,p,True,auto-syntax
p3,p3,False,unchanged
p4 T6,p4 t6,True,auto-syntax
p?,p?,False,unchanged
p^P,pp,True,auto-syntax
paleur,paleur,False,unchanged
palpitation encore présente,palpitation encore présente,False,unchanged
papillonement des paupières,papillonement des paupières,False,unchanged
paralysée. diff. des crises. env 3/MOIS,paralysée. diff. des crises. env 3/mois,True,auto-syntax
paresth main D et lèvre D,paresth main d et lèvre d,True,auto-syntax
parle,parle,False,unchanged
parle N sec,parle n sec,True,auto-syntax
parle au tel,parle au tel,False,unchanged
parle au telephone,parle au telephone,False,unchanged
parle au téléphone,parle au téléphone,False,unchanged
parle dans sa langue,parle dans sa langue,False,unchanged
parle de sensation de crise,parle de sensation de crise,False,unchanged
parle en senti,parle en senti,False,unchanged
parle et prend son telephone,parle et prend son telephone,False,unchanged
parle fort,parle fort,False,unchanged
parle mais pas compréhensible,parle mais pas compréhensible,False,unchanged
parle mieux,parle mieux,False,unchanged
parle ras,parle ras,False,unchanged
paro,paro,False,unchanged
paroles fortes non mots,paroles fortes non mots,False,unchanged
paroxisme,paroxisme,False,unchanged
paroxysme,paroxysme,False,unchanged
paroxysme G,paroxysme g,True,auto-syntax
paroxysme droit,paroxysme droit,False,unchanged
paroxysme?,paroxysme?,False,unchanged
pas d'arret de l'activté sur son portab,pas d'arret de l'activté sur son portab,False,unchanged
pas d'arret du mvt ni de l'hpn,pas d'arret du mvt ni de l'hpn,False,unchanged
pas d'arrêt de l'activité,pas d'arrêt de l'activité,False,unchanged
pas d'asymétrie faciale évidente,pas d'asymétrie faciale évidente,False,unchanged
pas d'habitude de tremblement ne l'a,pas d'habitude de tremblement ne l'a,False,unchanged
pas de PF,pas de pf,True,auto-syntax
pas de clignement à la menace,pas de clignement à la menace,False,unchanged
pas de contact visuel,pas de contact visuel,False,unchanged
pas de difficulté à lire,pas de difficulté à lire,False,unchanged
pas de douleur,pas de douleur,False,unchanged
pas de perte de sensation dans les doig,pas de perte de sensation dans les doig,False,unchanged
pas de perte sensitive des membres e,pas de perte sensitive des membres e,False,unchanged
pas de rupture de contact,pas de rupture de contact,False,unchanged
pas de réaction,pas de réaction,False,unchanged
pas de réponse,pas de réponse,False,unchanged
pas de réponse de la patiente,pas de réponse de la patiente,False,unchanged
pas de sensation,pas de sensation,False,unchanged
pas de sensation au nivau cardiaque,pas de sensation au nivau cardiaque,False,unchanged
pas de sensations,pas de sensations,False,unchanged
pas de son,pas de son,False,unchanged
pas de souvenir de la crise,pas de souvenir de la crise,False,unchanged
passage de Roukia (30 min environ),passage de roukia (30 min environ),True,auto-syntax
passage de l'ément,passage de l'ément,False,unchanged
passage en sommeil paradoxal,passage en sommeil paradoxal,False,unchanged
passage ide,passage ide,False,unchanged
passage infirmière,passage infirmière,False,unchanged
patient a signale la sensation de fatig,patient a signale la sensation de fatig,False,unchanged
patiente hors champs caméra,patiente hors champs caméra,False,unchanged
patiente ne répond pas,patiente ne répond pas,False,unchanged
pc3,pc3,False,unchanged
pd,pd,False,unchanged
pd et g,pd et g,False,unchanged
pd f8 f10,pd f8 f10,False,unchanged
"pe MI engourdis, pas certain","pe mi engourdis, pas certain",True,auto-syntax
peitite secousse MIG,peitite secousse mig,True,auto-syntax
penchée en avant dans le lit,penchée en avant dans le lit,False,unchanged
pense que les sensations dans les jbes,pense que les sensations dans les jbes,False,unchanged
perplexe et cligne des yeux.,perplexe et cligne des yeux.,False,unchanged
persistance chaleur céphalique,persistance chaleur céphalique,False,unchanged
persistance de sensation,persistance de sensation,False,unchanged
persistance des yeux déviés vers la droi,persistance des yeux déviés vers la droi,False,unchanged
petit balancement du tronc,petit balancement du tronc,False,unchanged
petit dej,petit dej,False,unchanged
petit dejeuner,petit dejeuner,False,unchanged
petit déjeuner,petit déjeuner,False,unchanged
petit mvt,petit mvt,False,unchanged
petit paroxysme,petit paroxysme,False,unchanged
petit sursaut,petit sursaut,False,unchanged
petit tremblement pouce gauche stt,petit tremblement pouce gauche stt,False,unchanged
petite accélération du pouls,petite accélération du pouls,False,unchanged
petite chute,petite chute,False,unchanged
petite contraction,petite contraction,False,unchanged
petite decharge,petite decharge,False,unchanged
petite decharge coté dt selon patient,petite decharge coté dt selon patient,False,unchanged
petite décharge rythmique,petite décharge rythmique,False,unchanged
petite pointe ryh,petite pointe ryh,False,unchanged
petite pointe rythmique T3 T5 P3,petite pointe rythmique t3 t5 p3,True,auto-syntax
petite reprise rythme fond P4O2,petite reprise rythme fond p4o2,True,auto-syntax
petite secousse,petite secousse,False,unchanged
petite sensation de chaleur,petite sensation de chaleur,False,unchanged
peur de la crise,peur de la crise,False,unchanged
pf10,pf10,False,unchanged
pf7,pf7,False,unchanged
pf7 t3 f9,pf7 t3 f9,False,unchanged
pf7-9,pf7 9,True,auto-syntax
pf8,pf8,False,unchanged
pf9,pf9,False,unchanged
pfs difficile articulation,pfs difficile articulation,False,unchanged
pg,pg,False,unchanged
pg?,pg?,False,unchanged
photophobie,photophobie,False,unchanged
pianote sur son portable,pianote sur son portable,False,unchanged
picotements,picotements,False,unchanged
picotements au niveau des 2 1ers doigts,picotements au niveau des 2 1ers doigts,False,unchanged
picotements tout le visage,picotements tout le visage,False,unchanged
picottements et sensa parésie,picottements et sensa parésie,False,unchanged
pied chaud,pied chaud,False,unchanged
piontes vertex,piontes vertex,False,unchanged
pl,pl,False,unchanged
planche d'image ok,planche d'image ok,False,unchanged
pleure,pleure,False,unchanged
pleure es MID,pleure es mid,True,auto-syntax
pleure palbebrales,pleure palbebrales,False,unchanged
plis les jambes,plis les jambes,False,unchanged
plisse le front,plisse le front,False,unchanged
plus de douleur droite,plus de douleur droite,False,unchanged
plus de douleurs bas du dos/reins,plus de douleurs bas du dos/reins,False,unchanged
plus de scintillement,plus de scintillement,False,unchanged
plus de sensation,plus de sensation,False,unchanged
plus de sensation de chaleur mbres,plus de sensation de chaleur mbres,False,unchanged
plus de spasme,plus de spasme,False,unchanged
plus fort tempe G,plus fort tempe g,True,auto-syntax
plus la gche que la droit,plus la gche que la droit,False,unchanged
plus lent post G,plus lent post g,True,auto-syntax
plus lent sur le vertex et en ant D,plus lent sur le vertex et en ant d,True,auto-syntax
plus lent à droite,plus lent à droite,False,unchanged
plus rien dans mains et cuisse,plus rien dans mains et cuisse,False,unchanged
plus ryhtmique en o2?,plus ryhtmique en o2?,False,unchanged
plus scintillement,plus scintillement,False,unchanged
pm,pm,False,unchanged
po,po,False,unchanged
po + ppo,po + ppo,False,unchanged
po 120 sec,po 120 sec,False,unchanged
po G?,po g?,True,auto-syntax
po lentes,po lentes,False,unchanged
po?,po?,False,unchanged
pog,pog,False,unchanged
poids fixe,poids fixe,False,unchanged
poids sur l'estomac,poids sur l'estomac,False,unchanged
poids sur la langue disparu,poids sur la langue disparu,False,unchanged
poines,poines,False,unchanged
poing dt sérré,poing dt sérré,False,unchanged
point noir en bas de l' oeil G,point noir en bas de l' oeil g,True,auto-syntax
pointe,pointe,False,unchanged
pointe CT G,pointe ct g,True,auto-syntax
pointe D,pointe d,True,auto-syntax
pointe F7 T3,pointe f7 t3,True,auto-syntax
pointe F7?,pointe f7?,True,auto-syntax
pointe F9 TP9,pointe f9 tp9,True,auto-syntax
pointe F9 Tp9 F7 T3,pointe f9 tp9 f7 t3,True,auto-syntax
pointe FG,pointe fg,True,auto-syntax
pointe G,pointe g,True,auto-syntax
pointe ample,pointe ample,False,unchanged
pointe asynchrones,pointe asynchrones,False,unchanged
pointe belle,pointe belle,False,unchanged
pointe diffuse,pointe diffuse,False,unchanged
pointe droite,pointe droite,False,unchanged
pointe droite?,pointe droite?,False,unchanged
pointe dte,pointe dte,False,unchanged
pointe gauche,pointe gauche,False,unchanged
pointe gauche longue durée,pointe gauche longue durée,False,unchanged
pointe gauche ras clinique,pointe gauche ras clinique,False,unchanged
pointe gauche rythmique?,pointe gauche rythmique?,False,unchanged
pointe lente,pointe lente,False,unchanged
pointe lente gauche,pointe lente gauche,False,unchanged
pointe médiane?,pointe médiane?,False,unchanged
pointe ou artefact sru T5?,pointe ou artefact sru t5?,True,auto-syntax
pointe petite rythmique?,pointe petite rythmique?,False,unchanged
pointe plus localisée G,pointe plus localisée g,True,auto-syntax
pointe rythmique,pointe rythmique,False,unchanged
pointe rythmique gauche,pointe rythmique gauche,False,unchanged
pointe rythmique?,pointe rythmique?,False,unchanged
pointe sur T5?,pointe sur t5?,True,auto-syntax
pointe temp g,pointe temp g,False,unchanged
pointe temporale droite,pointe temporale droite,False,unchanged
pointe temporale gauche ?? artefact??,pointe temporale gauche? artefact?,True,auto-syntax
pointe tres amples,pointe tres amples,False,unchanged
pointe vertex,pointe vertex,False,unchanged
pointe vertex lentes,pointe vertex lentes,False,unchanged
pointe vertex?,pointe vertex?,False,unchanged
pointe vertex???,pointe vertex?,True,auto-syntax
pointe-onde G?,pointe onde g?,True,auto-syntax
pointe?,pointe?,False,unchanged
pointeG,pointeg,True,auto-syntax
pointers G,pointers g,True,auto-syntax
pointes,pointes,False,unchanged
pointes (morpho étonnante pour vertex),pointes (morpho étonnante pour vertex),False,unchanged
pointes +++,pointes +,True,auto-syntax
pointes 20 sec,pointes 20 sec,False,unchanged
pointes ?,pointes?,True,auto-syntax
pointes ASYNCHRONES,pointes asynchrones,True,auto-syntax
pointes D,pointes d,True,auto-syntax
pointes D ?,pointes d?,True,auto-syntax
pointes D et G,pointes d et g,True,auto-syntax
pointes D et bilatérales,pointes d et bilatérales,True,auto-syntax
pointes D ient 1,pointes d ient 1,True,auto-syntax
pointes D ryth,pointes d ryth,True,auto-syntax
"pointes D,","pointes d,",True,auto-syntax
pointes F D,pointes f d,True,auto-syntax
pointes FC G,pointes fc g,True,auto-syntax
pointes FD,pointes fd,True,auto-syntax
pointes FP1F7 T501,pointes fp1f7 t501,True,auto-syntax
pointes G,pointes g,True,auto-syntax
pointes G 1 + TP9,pointes g 1 + tp9,True,auto-syntax
pointes G ant?,pointes g ant?,True,auto-syntax
pointes G et D asynchrones,pointes g et d asynchrones,True,auto-syntax
pointes G ient 1,pointes g ient 1,True,auto-syntax
pointes G ryth,pointes g ryth,True,auto-syntax
pointes G thmiques D,pointes g thmiques d,True,auto-syntax
pointes G*,pointes g,True,auto-syntax
pointes Gauches,pointes gauches,True,auto-syntax
pointes K,pointes k,True,auto-syntax
pointes N,pointes n,True,auto-syntax
pointes Occi D,pointes occi d,True,auto-syntax
pointes TG,pointes tg,True,auto-syntax
pointes V?,pointes v?,True,auto-syntax
pointes arriere droit cervicale,pointes arriere droit cervicale,False,unchanged
pointes asyn,pointes asyn,False,unchanged
pointes asyncchrones,pointes asyncchrones,False,unchanged
pointes asynch,pointes asynch,False,unchanged
pointes asynchrones,pointes asynchrones,False,unchanged
pointes atient 1,pointes atient 1,False,unchanged
pointes atient 2,pointes atient 2,False,unchanged
pointes bilaterales,pointes bilaterales,False,unchanged
pointes bilatérales,pointes bilatérales,False,unchanged
pointes bilatérales asyn,pointes bilatérales asyn,False,unchanged
pointes d,pointes d,False,unchanged
pointes de pointes,pointes de pointes,False,unchanged
pointes diffuses,pointes diffuses,False,unchanged
pointes doites,pointes doites,False,unchanged
pointes droites,pointes droites,False,unchanged
pointes e,pointes e,False,unchanged
pointes e pointes,pointes e pointes,False,unchanged
pointes ec,pointes ec,False,unchanged
pointes en opp phase F7,pointes en opp phase f7,True,auto-syntax
pointes en opposition d ephase en f7,pointes en opposition d ephase en f7,False,unchanged
pointes en opposition de phase,pointes en opposition de phase,False,unchanged
pointes en pallissade?,pointes en pallissade?,False,unchanged
pointes frontales,pointes frontales,False,unchanged
pointes frontales gauches,pointes frontales gauches,False,unchanged
pointes fronto-temporales,pointes fronto temporales,True,auto-syntax
pointes g,pointes g,False,unchanged
pointes g c al g,pointes g c al g,False,unchanged
pointes g oites,pointes g oites,False,unchanged
pointes gauches,pointes gauches,False,unchanged
pointes interC vertex,pointes interc vertex,True,auto-syntax
pointes joréesà G,pointes joréesà g,True,auto-syntax
pointes le coude G,pointes le coude g,True,auto-syntax
pointes lentes,pointes lentes,False,unchanged
pointes lentes CT G,pointes lentes ct g,True,auto-syntax
pointes lentes gauches?,pointes lentes gauches?,False,unchanged
pointes lentes pseudopériodiques,pointes lentes pseudopériodiques,False,unchanged
pointes occip D,pointes occip d,True,auto-syntax
pointes ondes,pointes ondes,False,unchanged
pointes ou cardio,pointes ou cardio,False,unchanged
pointes ou plus amples?,pointes ou plus amples?,False,unchanged
pointes post bialtérales,pointes post bialtérales,False,unchanged
pointes post g,pointes post g,False,unchanged
pointes pseudopériodiques,pointes pseudopériodiques,False,unchanged
pointes r,pointes r,False,unchanged
pointes r d,pointes r d,False,unchanged
pointes rapides,pointes rapides,False,unchanged
pointes ryhmiques,pointes ryhmiques,False,unchanged
pointes ryth D,pointes ryth d,True,auto-syntax
pointes rythm D,pointes rythm d,True,auto-syntax
pointes rythmiques,pointes rythmiques,False,unchanged
pointes rythmiques D,pointes rythmiques d,True,auto-syntax
pointes rythmiques G,pointes rythmiques g,True,auto-syntax
pointes rythmiques bilatérales,pointes rythmiques bilatérales,False,unchanged
pointes rythmiques droites,pointes rythmiques droites,False,unchanged
pointes rytmiqus,pointes rytmiqus,False,unchanged
pointes s,pointes s,False,unchanged
pointes s G,pointes s g,True,auto-syntax
pointes sa crise à l'infirmière,pointes sa crise à l'infirmière,False,unchanged
pointes semnt,pointes semnt,False,unchanged
pointes temp g,pointes temp g,False,unchanged
pointes temporales G?,pointes temporales g?,True,auto-syntax
pointes temporales d,pointes temporales d,False,unchanged
pointes temporales droites,pointes temporales droites,False,unchanged
pointes temporales gauches,pointes temporales gauches,False,unchanged
pointes tg,pointes tg,False,unchanged
pointes vertex,pointes vertex,False,unchanged
pointes vertex et Lent + à D?,pointes vertex et lent + à d?,True,auto-syntax
pointes vertex ou OL aigues G?,pointes vertex ou ol aigues g?,True,auto-syntax
pointes vertex ou anomalie????,pointes vertex ou anomalie?,True,auto-syntax
pointes vertex?,pointes vertex?,False,unchanged
pointes vertex???,pointes vertex?,True,auto-syntax
pointes à D,pointes à d,True,auto-syntax
pointes+,pointes+,False,unchanged
pointes++,pointes+,True,auto-syntax
pointes?,pointes?,False,unchanged
pointesG,pointesg,True,auto-syntax
pointesg,pointesg,False,unchanged
pointrs D,pointrs d,True,auto-syntax
points,points,False,unchanged
points lumineux OD,points lumineux od,True,auto-syntax
pointu F7 mais artefact ++,pointu f7 mais artefact +,True,auto-syntax
pointyes,pointyes,False,unchanged
poinytes,poinytes,False,unchanged
poite ample f7 t3 f9,poite ample f7 t3 f9,False,unchanged
poites,poites,False,unchanged
poitne rythmique gauche,poitne rythmique gauche,False,unchanged
poiuntes,poiuntes,False,unchanged
poly-pointes,poly pointes,True,auto-syntax
polypointe,polypointe,False,unchanged
polypointes,polypointes,False,unchanged
polypointes diffuses,polypointes diffuses,False,unchanged
polypointes décharge,polypointes décharge,False,unchanged
polypointes?,polypointes?,False,unchanged
portable tjs pres d elle,portable tjs pres d elle,False,unchanged
porte la main gauche au visage,porte la main gauche au visage,False,unchanged
porte la main gauche à sa bouche,porte la main gauche à sa bouche,False,unchanged
porte qui claque,porte qui claque,False,unchanged
portoble ok,portoble ok,False,unchanged
pose du saturometre,pose du saturometre,False,unchanged
pose saturometre,pose saturometre,False,unchanged
pose son téléphone,pose son téléphone,False,unchanged
possible pointe G?,possible pointe g?,True,auto-syntax
possible sursaut,possible sursaut,False,unchanged
post,post,False,unchanged
post HPN,post hpn,True,auto-syntax
post critique,post critique,False,unchanged
post critique voir OL temporal ant G,post critique voir ol temporal ant g,True,auto-syntax
post?,post?,False,unchanged
postcritique,postcritique,False,unchanged
posture tonique en élévation abduction,posture tonique en élévation abduction,False,unchanged
postérieur,postérieur,False,unchanged
pourléchage s,pourléchage s,False,unchanged
"poursuit mvt des mains, coté automatiqu","poursuit mvt des mains, coté automatiqu",False,unchanged
poursuite interrogatoire,poursuite interrogatoire,False,unchanged
pp,pp,False,unchanged
ppintes,ppintes,False,unchanged
ppintes rythmiquess D,ppintes rythmiquess d,True,auto-syntax
ppo,ppo,False,unchanged
ppointes G,ppointes g,True,auto-syntax
ppp,ppp,False,unchanged
ppô,ppô,False,unchanged
prend l'alarme dans ses mains,prend l'alarme dans ses mains,False,unchanged
prend le stylo,prend le stylo,False,unchanged
prend un pull,prend un pull,False,unchanged
prise de buccolam,prise de buccolam,False,unchanged
prise de médicament,prise de médicament,False,unchanged
prise de paramètre,prise de paramètre,False,unchanged
prise de paramètres,prise de paramètres,False,unchanged
prise de sang,prise de sang,False,unchanged
prise des paramètres,prise des paramètres,False,unchanged
probable début clinique,probable début clinique,False,unchanged
probables pointes vertex,probables pointes vertex,False,unchanged
propos inchoérents,propos inchoérents,False,unchanged
propos incohérents,propos incohérents,False,unchanged
propos inconhérents e,propos inconhérents e,False,unchanged
prpos incohérents,prpos incohérents,False,unchanged
prédom D,prédom d,True,auto-syntax
prédomiance F4,prédomiance f4,True,auto-syntax
prédomiannce frontale bilat,prédomiannce frontale bilat,False,unchanged
prédominance D,prédominance d,True,auto-syntax
prédominance droite,prédominance droite,False,unchanged
prédominance droite?,prédominance droite?,False,unchanged
prédominance gauche xxx,prédominance gauche xxx,False,unchanged
prédominance post,prédominance post,False,unchanged
prédomine à Droite,prédomine à droite,True,auto-syntax
prédomine/débute à G,prédomine/débute à g,True,auto-syntax
prédominent à D-->,prédominent à d >,True,auto-syntax
prédominent à G,prédominent à g,True,auto-syntax
préence de l'IDE,préence de l'ide,True,auto-syntax
prénom ok,prénom ok,False,unchanged
préviens IDE,préviens ide,True,auto-syntax
prévient,prévient,False,unchanged
pt,pt,False,unchanged
pt Dt,pt dt,True,auto-syntax
pt G,pt g,True,auto-syntax
pt Occ G?,pt occ g?,True,auto-syntax
pt dt,pt dt,False,unchanged
pt dte,pt dte,False,unchanged
pt gauches,pt gauches,False,unchanged
pt occipital G,pt occipital g,True,auto-syntax
pt occipitale,pt occipitale,False,unchanged
pt occipitales,pt occipitales,False,unchanged
pt post dt,pt post dt,False,unchanged
pt temp Dt périodiques,pt temp dt périodiques,True,auto-syntax
pt temp droites périodiques,pt temp droites périodiques,False,unchanged
pt3,pt3,False,unchanged
pt4,pt4,False,unchanged
ptd,ptd,False,unchanged
ptd et ptg,ptd et ptg,False,unchanged
pte,pte,False,unchanged
pte D,pte d,True,auto-syntax
pte Dte,pte dte,True,auto-syntax
pte G,pte g,True,auto-syntax
pte dt,pte dt,False,unchanged
pte dte,pte dte,False,unchanged
pte occipitale G,pte occipitale g,True,auto-syntax
pte temporale dte,pte temporale dte,False,unchanged
pte vertex,pte vertex,False,unchanged
ptes,ptes,False,unchanged
ptes 20 sec,ptes 20 sec,False,unchanged
ptes ?,ptes?,True,auto-syntax
ptes D,ptes d,True,auto-syntax
ptes D ?,ptes d?,True,auto-syntax
ptes D laterales,ptes d laterales,True,auto-syntax
ptes G,ptes g,True,auto-syntax
ptes asynch,ptes asynch,False,unchanged
ptes asynchrones,ptes asynchrones,False,unchanged
ptes asyncones,ptes asyncones,False,unchanged
ptes bilaterales,ptes bilaterales,False,unchanged
ptes d,ptes d,False,unchanged
ptes d et G,ptes d et g,True,auto-syntax
ptes droites,ptes droites,False,unchanged
ptes es,ptes es,False,unchanged
ptes es G,ptes es g,True,auto-syntax
ptes es asyn,ptes es asyn,False,unchanged
ptes et RR en frontal droit et vertex,ptes et rr en frontal droit et vertex,True,auto-syntax
ptes g,ptes g,False,unchanged
ptes ryth D,ptes ryth d,True,auto-syntax
ptes rythm D,ptes rythm d,True,auto-syntax
ptes rythmiques,ptes rythmiques,False,unchanged
ptes rythmiques D,ptes rythmiques d,True,auto-syntax
ptes?,ptes?,False,unchanged
ptfd,ptfd,False,unchanged
ptfg,ptfg,False,unchanged
ptg,ptg,False,unchanged
ptg et d,ptg et d,False,unchanged
puis elle pleure,puis elle pleure,False,unchanged
puis gauche et le corps,puis gauche et le corps,False,unchanged
puis point remonte en haut oeil G,puis point remonte en haut oeil g,True,auto-syntax
puis répond Sainte Anne,puis répond sainte anne,True,auto-syntax
pulsation dans la tête,pulsation dans la tête,False,unchanged
pv,pv,False,unchanged
